query_idx,recall@10,mrr@10,ndcg@10
152,0.8437232384814284,0.6608205806447812,0.6304876817988797
153,1.0,0.8891731891501531,0.969956460285945
154,0.6582879666077861,0.46330366060148664,0.474059534976126
155,0.9439473350649777,0.7713821555176648,0.7839985444612663
156,0.7850227702289484,0.6388573772507309,0.6527700132721934
157,0.719694590102165,0.532655950086348,0.5814361860625629
158,0.9553922922028586,0.7540683587215837,0.8040640947842665
159,0.6356518181852626,0.4725569249409556,0.53580748850169
160,1.0,0.8697135824994026,0.9333808341220433
161,0.7120163847723904,0.4756376141019779,0.5347669036118428
162,0.8340885099680763,0.6416834422045068,0.719155496114863
163,0.9612169049757023,0.7502617114974401,0.7996597009675643
164,0.39130589000559896,0.2212051017389809,0.24370272913729651
165,0.9025344407414599,0.689995094548552,0.689276825524692
166,0.9000752126859697,0.7015746433535631,0.7342095242548388
167,1.0,0.8375697635073354,0.8305961000112777
168,0.7910767424306555,0.6526996330080448,0.6940501993509609
169,0.6292260838357852,0.40553231160116776,0.4590742918076218
170,0.7866986621043808,0.6050873132283769,0.6159528232263859
171,0.9448102157245161,0.7436824790416899,0.7525206694262154
172,0.9863013487297281,0.7742968626595345,0.7636066611774726
173,0.4507855231539379,0.26397815008229925,0.3255881710046205
174,0.7662789488715431,0.5887411293507384,0.6191576736822162
175,0.7330658607811573,0.5647462823737706,0.6271857988687581
176,0.6000013778639468,0.41282029553411104,0.48199719363333193
177,1.0,0.8852914286648091,0.8913414004957028
178,0.7990003807708338,0.601856599221688,0.6314577487893187
179,0.6586061664099402,0.43622701105259,0.4779892604897523
180,0.8876516376920538,0.705960057950707,0.7360425095684446
181,0.98420771268655,0.8568633668662387,0.8643658739032988
182,0.6155071304288517,0.4455944740013201,0.5097753035203154
183,0.8424560962885258,0.7125164879549454,0.7426423070410436
184,0.6343537770042962,0.4920061295647964,0.5070381824849408
185,0.7739928612126853,0.5856310454430648,0.655470020542543
186,0.7696498406897786,0.5661776796570196,0.5587998210804626
187,0.7130552214675657,0.5317085350439694,0.5811870432353541
188,0.5278379181862338,0.3434671562770474,0.3584853885222528
189,0.46928662287012346,0.29510940401343744,0.30991959826514065
190,0.9341922213151603,0.775963983548303,0.7728413764405155
191,1.0,0.9489160299912391,1.0
192,0.7870690825744622,0.5761867981593287,0.6396033806288383
193,0.7495111958638,0.5640863021257647,0.5771492500960238
194,0.9733582520860994,0.767831759875319,0.8422597102253534
195,0.7982661874396186,0.6968889267736884,0.7176991887318084
196,0.8291224436828203,0.5858459401472028,0.6549092041244209
197,0.8241200684642198,0.6788257315256364,0.7020764935072952
198,0.8457201768794236,0.6918743620027558,0.7140333411669171
199,0.7057536160691078,0.5445627278228196,0.5768798634683421
200,1.0,0.8322210170082247,0.9125642545710921
201,0.7493370994526407,0.5118587119652427,0.6269613289921084
202,0.9255516488017252,0.7390751203363748,0.8017275666949855
203,0.7234109612445903,0.5373286622644773,0.552878372285112
204,0.8572199870030323,0.7104106952850959,0.7327550965296711
205,1.0,0.8819270538894712,0.9344984880454618
206,0.9077271056228474,0.7180620612739743,0.7647103012812388
207,0.6201704234169036,0.46090215305421356,0.4941442479773065
208,0.598339873694826,0.4134636657788042,0.46791558715775605
209,0.931766693843041,0.7043256519173802,0.7632336907652097
210,0.6423949641312265,0.4485168621032373,0.5180978509189282
211,0.6685912005015185,0.48038651497681895,0.5715736640415887
212,0.9338565155891888,0.6542635824800427,0.7126633481770535
213,1.0,0.8585719165868474,0.9334460501282411
214,0.8264316373141289,0.6603134472905786,0.6709219578713962
215,0.7549485317637833,0.5309264749431388,0.6292814882617136
216,0.7141430778371254,0.5200489494795928,0.5747887601145453
217,0.891644265473659,0.6930320542696664,0.7196903024836346
218,0.9833807306892329,0.7430068258019357,0.8255294423904034
219,0.7098603675792365,0.46248267045275065,0.49456771525071397
220,0.562410345242113,0.3864902375888989,0.3769548520823432
221,0.4782555967902613,0.26393614201171467,0.3475489742392679
222,0.6976219247010644,0.4679863381182727,0.4813292625118806
223,0.4718199243798192,0.2819247871249562,0.3119629789391074
224,0.8113527508867411,0.621977727179242,0.6577001466264933
225,0.6638538065951091,0.4695172599294241,0.5291439478643162
226,0.6210439868364894,0.45027560241965325,0.46007390037165974
227,0.5307677140621363,0.35416457367456783,0.4011972197545774
228,0.8449186192436047,0.7163889723201029,0.6898990757816492
229,0.6043096143850963,0.45929482778452524,0.4940380940830934
230,0.726341069489335,0.5631904655172575,0.5692389211313904
231,0.679133557492458,0.5092364223709203,0.5485710499272871
232,0.599305237414938,0.44887647827712474,0.45922579481595116
233,0.4998628663198779,0.29884369818318895,0.3723318877220408
234,1.0,0.9719212088787773,1.0
235,0.6628437441063915,0.5117442870202173,0.6102237081542762
236,0.9537251260149102,0.6969642841577477,0.766386363264949
237,0.6878060617732615,0.4884695027556933,0.5450512391919237
238,0.7064395007255088,0.5217170901294337,0.5109574969757407
239,0.7563674602642962,0.5697151697388632,0.6236348922325985
240,0.5747696888319709,0.4107135894336763,0.3963672473750174
241,0.7937852898937754,0.6628635364045479,0.6935491668243117
242,0.7789400494779215,0.5741688685845511,0.6533585286306189
243,0.7350347997082274,0.5219993486257469,0.587368249550392
244,0.511185099592301,0.30271535077827477,0.3527420277490348
245,0.7838304920119994,0.6018399159374349,0.6224548221814793
246,0.9340438897607306,0.6986033091167563,0.7377565107495626
247,0.8273856390555262,0.6591048584605501,0.6964510006145296
248,1.0,0.8508980064530351,0.8952645050572237
249,0.5891674755019228,0.42328475651948155,0.4577556203521819
250,0.6475033112588664,0.47637860248631947,0.5100666231761433
251,0.4767596451067457,0.286866818166682,0.28632386925938386
252,0.5558877451898571,0.4450393529278812,0.416608935600864
253,1.0,0.8704389999722428,0.9149463365624471
254,0.6400376197223663,0.4646210914420117,0.4928815983738499
255,1.0,0.9200265069874642,1.0
256,0.573027662845056,0.41087028169878104,0.44480191070220304
257,0.7903416308875955,0.6585084208686741,0.6724271756925458
258,0.9277344836536999,0.7637592916634263,0.7792048133190294
259,0.7370490854578214,0.5203614089153293,0.5549762118121568
260,0.6819059196577782,0.487115889131337,0.5000247640371571
261,0.5770796771947335,0.41884877890356853,0.4915907437277116
262,0.9415081639976206,0.7824166952922174,0.849054385023312
263,0.8174033384593175,0.590024362271875,0.6017328027952527
264,0.9600699639723589,0.7287689687775027,0.7850491701499644
265,0.5034719597347633,0.24449707908151552,0.2405041585498131
266,0.6320072179221384,0.4336837152286356,0.5366333628539962
267,0.8366631112302855,0.6329722096869959,0.7388698346147725
268,0.6591562265870041,0.44067289891268113,0.519936379887785
269,0.6378362412120309,0.4348096732934911,0.4977035857378884
270,0.7794853327270901,0.6114398130947952,0.6670679330371371
271,0.7337917081382068,0.5086277387276473,0.5528741175448509
272,0.7911581114064724,0.6136952356586725,0.6456971542256686
273,0.9371419992371266,0.7319537660434562,0.8391044417225518
274,0.6390388412142625,0.49308802015200826,0.53766794216129
275,0.7198665415074378,0.4516818568562695,0.5123333752153286
276,0.7088041255478594,0.524640868438556,0.5690272128715204
277,0.7867767664767177,0.6164302311594478,0.6243147538013002
278,0.6172529980896193,0.45054534330738594,0.47476443733294715
279,0.884784451319148,0.6866265863101685,0.6975887114185908
280,0.9626439829096864,0.8403163243764384,0.8665078832423743
281,1.0,0.9531203804702351,0.9866129313793315
282,0.9951804002359916,0.7475805306574721,0.8026936372534316
283,0.9957185282513872,0.8445521976080226,0.867726019507804
284,0.5663433152375201,0.3752364231562345,0.4357718698277918
285,0.8886162744296371,0.6877483565244096,0.711911597245718
286,0.8470334344412944,0.6655297396281799,0.7043570020002228
287,1.0,0.9906387314443754,1.0
288,0.673098799257837,0.4676182641818525,0.5361484810004837
289,0.8545094169166206,0.7172533543780624,0.6576129702339916
290,0.8143135512390894,0.671451874089384,0.6817365116223173
291,0.933074574698006,0.8228421164850365,0.8393626043771616
292,0.5569075816462093,0.362532092460799,0.4322137525459412
293,0.5402828787085221,0.28163703808135426,0.2574205750028569
294,0.8487099097922086,0.6505061309193758,0.7367534018492881
295,0.8588888677397163,0.6158943359691291,0.6721515735022852
296,0.6360901279951633,0.4731712059635565,0.4911545535575309
297,0.9172726077063702,0.7186899194568868,0.7497454646957102
298,0.6376388876356675,0.352633906977289,0.43082776130928413
299,0.5802968854036812,0.3900955174206323,0.35335798613646857
